stockcode,quantity,invoicedate,unitprice,customerid,country
21155,6,2025-03-03 12:43:00,2.1,14210.0,United Kingdom
22115,6,2025-03-03 12:43:00,2.95,14210.0,United Kingdom
22423,1,2025-03-03 12:43:00,12.75,14210.0,United Kingdom
21905,6,2025-03-03 12:43:00,2.1,14210.0,United Kingdom
22061,2,2025-03-03 12:43:00,9.95,14210.0,United Kingdom
20754,6,2025-03-03 12:43:00,2.1,14210.0,United Kingdom
21533,3,2025-03-03 12:43:00,4.95,14210.0,United Kingdom
22358,6,2025-03-03 12:43:00,2.95,14210.0,United Kingdom
21907,12,2025-03-03 12:43:00,2.1,14210.0,United Kingdom
21164,6,2025-03-03 12:43:00,2.95,14210.0,United Kingdom
47566,5,2025-03-03 12:43:00,4.65,14210.0,United Kingdom
85152,12,2025-03-03 12:43:00,2.1,14210.0,United Kingdom
22890,4,2025-03-03 12:43:00,9.95,14210.0,United Kingdom
22617,12,2025-03-03 12:43:00,4.95,17809.0,United Kingdom
22569,12,2025-03-03 12:43:00,3.75,17809.0,United Kingdom
22568,12,2025-03-03 12:43:00,3.75,17809.0,United Kingdom
84032B,18,2025-03-03 12:43:00,2.95,17809.0,United Kingdom
84032A,18,2025-03-03 12:43:00,2.95,17809.0,United Kingdom
22749,18,2025-03-03 12:43:00,3.75,17809.0,United Kingdom
22940,18,2025-03-03 12:43:00,4.25,17809.0,United Kingdom
22909,24,2025-03-03 12:43:00,0.85,17809.0,United Kingdom
22652,24,2025-03-03 12:43:00,1.65,17809.0,United Kingdom
22910,24,2025-03-03 12:43:00,2.95,17809.0,United Kingdom
22585,24,2025-03-03 12:43:00,1.25,17809.0,United Kingdom
21523,6,2025-03-03 12:43:00,7.95,17809.0,United Kingdom
22624,24,2025-03-03 12:43:00,7.65,17809.0,United Kingdom
22114,4,2025-03-03 12:48:00,3.95,16477.0,United Kingdom
21945,12,2025-03-03 12:48:00,0.85,16477.0,United Kingdom
22141,6,2025-03-03 12:48:00,2.1,16477.0,United Kingdom
22142,12,2025-03-03 12:48:00,1.45,16477.0,United Kingdom
22144,6,2025-03-03 12:48:00,2.1,16477.0,United Kingdom
21704,12,2025-03-03 12:48:00,0.85,16477.0,United Kingdom
21889,12,2025-03-03 12:48:00,1.25,16477.0,United Kingdom
21890,6,2025-03-03 12:48:00,2.95,16477.0,United Kingdom
21914,12,2025-03-03 12:48:00,1.25,16477.0,United Kingdom
20975,24,2025-03-03 12:48:00,0.65,16477.0,United Kingdom
22505,4,2025-03-03 12:48:00,4.95,16477.0,United Kingdom
22086,6,2025-03-03 12:48:00,2.95,16477.0,United Kingdom
22112,6,2025-03-03 12:48:00,4.95,16477.0,United Kingdom
47590A,3,2025-03-03 12:48:00,5.45,16477.0,United Kingdom
POST,1,2025-03-03 12:57:00,18.0,12600.0,Germany
85099B,30,2025-03-03 12:57:00,1.95,12600.0,Germany
79321,48,2025-03-03 13:09:00,4.25,16013.0,United Kingdom
71477,120,2025-03-03 13:09:00,2.75,16013.0,United Kingdom
71477,192,2025-03-03 13:10:00,2.75,16013.0,United Kingdom
22423,120,2025-03-03 13:12:00,10.95,17949.0,United Kingdom
21733,32,2025-03-03 13:40:00,2.55,12779.0,Poland
21232,24,2025-03-03 13:40:00,1.25,12779.0,Poland
37446,8,2025-03-03 13:40:00,1.45,12779.0,Poland
37448,24,2025-03-03 13:40:00,1.49,12779.0,Poland
21700,24,2025-03-03 13:40:00,0.85,12779.0,Poland
22844,4,2025-03-03 13:40:00,8.5,12779.0,Poland
22961,12,2025-03-03 13:40:00,1.45,12779.0,Poland
22969,12,2025-03-03 13:40:00,1.45,12779.0,Poland
22065,6,2025-03-03 13:42:00,1.45,16926.0,United Kingdom
22784,3,2025-03-03 13:42:00,4.95,16926.0,United Kingdom
22474,1,2025-03-03 13:42:00,4.95,16926.0,United Kingdom
22473,1,2025-03-03 13:42:00,4.95,16926.0,United Kingdom
22688,2,2025-03-03 13:42:00,7.95,16926.0,United Kingdom
22365,2,2025-03-03 13:42:00,7.95,16926.0,United Kingdom
22414,2,2025-03-03 13:42:00,7.95,16926.0,United Kingdom
48138,2,2025-03-03 13:42:00,7.95,16926.0,United Kingdom
48111,2,2025-03-03 13:42:00,7.95,16926.0,United Kingdom
22627,3,2025-03-03 13:42:00,8.5,16926.0,United Kingdom
22625,4,2025-03-03 13:42:00,8.5,16926.0,United Kingdom
22626,1,2025-03-03 13:42:00,8.5,16926.0,United Kingdom
22624,4,2025-03-03 13:42:00,8.5,16926.0,United Kingdom
22781,2,2025-03-03 13:42:00,7.65,16926.0,United Kingdom
22694,6,2025-03-03 13:43:00,2.1,17787.0,United Kingdom
48138,10,2025-03-03 13:43:00,6.75,17787.0,United Kingdom
21259,4,2025-03-03 13:43:00,5.95,17787.0,United Kingdom
22469,12,2025-03-03 13:43:00,1.65,17787.0,United Kingdom
22188,6,2025-03-03 13:43:00,3.95,17787.0,United Kingdom
21906,2,2025-03-03 13:43:00,6.75,17787.0,United Kingdom
22637,4,2025-03-03 13:43:00,2.55,17787.0,United Kingdom
22158,8,2025-03-03 13:43:00,2.95,17787.0,United Kingdom
22457,12,2025-03-03 13:43:00,2.95,17787.0,United Kingdom
22456,6,2025-03-03 13:43:00,4.95,17787.0,United Kingdom
21906,4,2025-03-03 13:43:00,6.75,17787.0,United Kingdom
21258,2,2025-03-03 13:43:00,12.75,17787.0,United Kingdom
22116,4,2025-03-03 13:43:00,2.95,17787.0,United Kingdom
85130A,24,2025-03-03 13:43:00,1.65,17787.0,United Kingdom
85129C,24,2025-03-03 13:43:00,1.25,17787.0,United Kingdom
85061W,48,2025-03-03 13:43:00,0.85,17787.0,United Kingdom
21181,6,2025-03-03 13:43:00,2.1,17787.0,United Kingdom
21179,6,2025-03-03 13:43:00,1.25,17787.0,United Kingdom
82551,6,2025-03-03 13:43:00,1.45,17787.0,United Kingdom
82552,6,2025-03-03 13:43:00,1.45,17787.0,United Kingdom
22296,12,2025-03-03 13:43:00,1.65,17787.0,United Kingdom
22151,24,2025-03-03 13:43:00,0.42,17787.0,United Kingdom
22297,24,2025-03-03 13:43:00,1.25,17787.0,United Kingdom
21385,24,2025-03-03 13:43:00,0.85,17787.0,United Kingdom
82580,25,2025-03-03 13:43:00,0.55,17787.0,United Kingdom
21333,4,2025-03-03 13:43:00,2.95,17787.0,United Kingdom
21164,12,2025-03-03 13:43:00,2.95,17787.0,United Kingdom
82600,12,2025-03-03 13:43:00,2.1,17787.0,United Kingdom
82583,12,2025-03-03 13:43:00,2.1,17787.0,United Kingdom
21217,4,2025-03-03 13:43:00,9.95,17787.0,United Kingdom
21843,3,2025-03-03 13:43:00,10.95,17787.0,United Kingdom
15056BL,9,2025-03-03 13:59:00,5.95,12682.0,France
15056P,3,2025-03-03 13:59:00,5.95,12682.0,France
20679,6,2025-03-03 13:59:00,5.95,12682.0,France
21915,12,2025-03-03 13:59:00,1.25,12682.0,France
22659,12,2025-03-03 13:59:00,1.95,12682.0,France
22352,12,2025-03-03 13:59:00,2.55,12682.0,France
22892,12,2025-03-03 13:59:00,1.25,12682.0,France
22027,12,2025-03-03 13:59:00,0.42,12682.0,France
20749,2,2025-03-03 13:59:00,7.95,12682.0,France
20750,2,2025-03-03 13:59:00,7.95,12682.0,France
21700,12,2025-03-03 13:59:00,0.85,12682.0,France
22748,6,2025-03-03 13:59:00,2.1,12682.0,France
22080,10,2025-03-03 13:59:00,1.65,12682.0,France
20725,10,2025-03-03 13:59:00,1.65,12682.0,France
20726,10,2025-03-03 13:59:00,1.65,12682.0,France
POST,2,2025-03-03 13:59:00,18.0,12682.0,France
84352,1,2025-03-03 14:04:00,16.95,14911.0,EIRE
22948,24,2025-03-03 14:04:00,0.85,14911.0,EIRE
22945,36,2025-03-03 14:04:00,0.85,14911.0,EIRE
22944,24,2025-03-03 14:04:00,1.25,14911.0,EIRE
22158,8,2025-03-03 14:04:00,2.95,14911.0,EIRE
22572,12,2025-03-03 14:04:00,0.85,14911.0,EIRE
22571,12,2025-03-03 14:04:00,0.85,14911.0,EIRE
22246,12,2025-03-03 14:04:00,1.95,14911.0,EIRE
22910,6,2025-03-03 14:04:00,2.95,14911.0,EIRE
22086,6,2025-03-03 14:04:00,2.95,14911.0,EIRE
20668,48,2025-03-03 14:04:00,0.12,14911.0,EIRE
22909,24,2025-03-03 14:04:00,0.85,14911.0,EIRE
22952,24,2025-03-03 14:04:00,0.55,14911.0,EIRE
21815,24,2025-03-03 14:04:00,1.45,14911.0,EIRE
35967,24,2025-03-03 14:04:00,0.38,14911.0,EIRE
22049,50,2025-03-03 14:04:00,0.42,14911.0,EIRE
85032D,12,2025-03-03 14:04:00,2.1,14911.0,EIRE
22752,6,2025-03-03 14:04:00,8.5,14911.0,EIRE
22075,12,2025-03-03 14:04:00,1.65,14911.0,EIRE
22585,12,2025-03-03 14:04:00,1.25,14911.0,EIRE
22844,4,2025-03-03 14:04:00,8.5,14911.0,EIRE
22845,4,2025-03-03 14:04:00,6.35,14911.0,EIRE
22846,2,2025-03-03 14:04:00,16.95,14911.0,EIRE
22847,2,2025-03-03 14:04:00,16.95,14911.0,EIRE
22848,2,2025-03-03 14:04:00,16.95,14911.0,EIRE
22849,2,2025-03-03 14:04:00,16.95,14911.0,EIRE
22946,2,2025-03-03 14:04:00,16.95,14911.0,EIRE
22947,2,2025-03-03 14:04:00,16.95,14911.0,EIRE
22560,24,2025-03-03 14:04:00,1.25,14911.0,EIRE
21912,4,2025-03-03 14:04:00,3.75,14911.0,EIRE
22549,12,2025-03-03 14:04:00,1.45,14911.0,EIRE
21914,12,2025-03-03 14:04:00,1.25,14911.0,EIRE
21888,4,2025-03-03 14:04:00,3.75,14911.0,EIRE
22623,3,2025-03-03 14:04:00,4.95,14911.0,EIRE
21064,6,2025-03-03 14:04:00,5.95,14911.0,EIRE
84558A,6,2025-03-03 14:04:00,2.95,14911.0,EIRE
85227,12,2025-03-03 14:04:00,0.85,14911.0,EIRE
22299,24,2025-03-03 14:04:00,1.25,14911.0,EIRE
22180,4,2025-03-03 14:04:00,9.95,14911.0,EIRE
84849B,12,2025-03-03 14:04:00,1.69,14911.0,EIRE
84849A,12,2025-03-03 14:04:00,1.69,14911.0,EIRE
20966,10,2025-03-03 14:04:00,1.25,14911.0,EIRE
20961,10,2025-03-03 14:04:00,1.25,14911.0,EIRE
22863,6,2025-03-03 14:04:00,2.95,14911.0,EIRE
22423,4,2025-03-03 14:04:00,12.75,14911.0,EIRE
22304,6,2025-03-03 14:04:00,2.55,14911.0,EIRE
22837,8,2025-03-03 14:04:00,4.65,14911.0,EIRE
22941,12,2025-03-03 14:04:00,8.5,14911.0,EIRE
22942,10,2025-03-03 14:04:00,8.5,14911.0,EIRE
22816,24,2025-03-03 14:04:00,0.42,14911.0,EIRE
22121,12,2025-03-03 14:04:00,5.45,14911.0,EIRE
79321,4,2025-03-03 14:04:00,4.95,14911.0,EIRE
22704,25,2025-03-03 14:04:00,0.42,14911.0,EIRE
22705,25,2025-03-03 14:04:00,0.42,14911.0,EIRE
22748,6,2025-03-03 14:04:00,2.1,14911.0,EIRE
22745,6,2025-03-03 14:04:00,2.1,14911.0,EIRE
22746,6,2025-03-03 14:04:00,2.1,14911.0,EIRE
22747,6,2025-03-03 14:04:00,2.1,14911.0,EIRE
22592,4,2025-03-03 14:04:00,3.75,14911.0,EIRE
21165,12,2025-03-03 14:04:00,1.69,14911.0,EIRE
21179,12,2025-03-03 14:04:00,1.25,14911.0,EIRE
21164,6,2025-03-03 14:04:00,2.95,14911.0,EIRE
21484,4,2025-03-03 14:04:00,3.45,14911.0,EIRE
22114,8,2025-03-03 14:04:00,3.95,14911.0,EIRE
84030E,4,2025-03-03 14:04:00,4.25,14911.0,EIRE
22113,8,2025-03-03 14:04:00,3.75,14911.0,EIRE
22112,9,2025-03-03 14:04:00,4.95,14911.0,EIRE
84559A,12,2025-03-03 14:04:00,0.85,14911.0,EIRE
84559B,12,2025-03-03 14:04:00,0.85,14911.0,EIRE
20981,12,2025-03-03 14:04:00,0.85,14911.0,EIRE
20982,12,2025-03-03 14:04:00,0.85,14911.0,EIRE
22753,3,2025-03-03 14:18:00,0.85,14723.0,United Kingdom
22754,3,2025-03-03 14:18:00,0.85,14723.0,United Kingdom
22411,2,2025-03-03 14:18:00,1.95,14723.0,United Kingdom
21930,2,2025-03-03 14:18:00,1.95,14723.0,United Kingdom
85099C,2,2025-03-03 14:18:00,1.95,14723.0,United Kingdom
21935,7,2025-03-03 14:18:00,1.65,14723.0,United Kingdom
22866,5,2025-03-03 14:18:00,2.1,14723.0,United Kingdom
22633,5,2025-03-03 14:18:00,2.1,14723.0,United Kingdom
21982,3,2025-03-03 14:18:00,0.29,14723.0,United Kingdom
21985,4,2025-03-03 14:18:00,0.29,14723.0,United Kingdom
22470,1,2025-03-03 14:18:00,2.95,14723.0,United Kingdom
85123A,7,2025-03-03 14:18:00,2.95,14723.0,United Kingdom
21967,3,2025-03-03 14:18:00,0.29,14723.0,United Kingdom
21733,10,2025-03-03 14:18:00,2.95,14723.0,United Kingdom
84029E,3,2025-03-03 14:18:00,3.75,14723.0,United Kingdom
84029G,3,2025-03-03 14:18:00,3.75,14723.0,United Kingdom
21479,2,2025-03-03 14:18:00,3.75,14723.0,United Kingdom
22131,1,2025-03-03 14:18:00,1.95,14723.0,United Kingdom
21098,10,2025-03-03 14:18:00,1.25,14723.0,United Kingdom
21481,1,2025-03-03 14:18:00,2.95,17954.0,United Kingdom
84029E,1,2025-03-03 14:18:00,3.75,17954.0,United Kingdom
21974,2,2025-03-03 14:18:00,1.45,17954.0,United Kingdom
22968,2,2025-03-03 14:18:00,9.95,17954.0,United Kingdom
22558,2,2025-03-03 14:18:00,1.49,17954.0,United Kingdom
22952,7,2025-03-03 14:18:00,0.55,17954.0,United Kingdom
22837,2,2025-03-03 14:18:00,4.65,17954.0,United Kingdom
22131,2,2025-03-03 14:18:00,1.95,17954.0,United Kingdom
22137,1,2025-03-03 14:18:00,2.95,17954.0,United Kingdom
21080,7,2025-03-03 14:18:00,0.85,17954.0,United Kingdom
21094,10,2025-03-03 14:18:00,0.85,17954.0,United Kingdom
21086,10,2025-03-03 14:18:00,0.65,17954.0,United Kingdom
22696,3,2025-03-03 14:18:00,1.95,17954.0,United Kingdom
22910,10,2025-03-03 14:18:00,2.95,17954.0,United Kingdom
22776,-1,2025-03-03 14:19:00,9.95,17954.0,United Kingdom
84685,-1,2025-03-03 14:23:00,3.75,17841.0,United Kingdom
22630,-1,2025-03-03 14:23:00,1.95,17841.0,United Kingdom
22632,10,2025-03-03 14:26:00,2.1,17819.0,United Kingdom
22865,20,2025-03-03 14:26:00,2.1,17819.0,United Kingdom
22866,20,2025-03-03 14:26:00,2.1,17819.0,United Kingdom
22952,2,2025-03-03 14:26:00,0.55,17819.0,United Kingdom
85230B,24,2025-03-03 14:26:00,0.29,17819.0,United Kingdom
85230F,24,2025-03-03 14:26:00,0.29,17819.0,United Kingdom
22910,1,2025-03-03 14:26:00,2.95,17819.0,United Kingdom
22909,2,2025-03-03 14:26:00,0.85,17819.0,United Kingdom
22423,16,2025-03-03 14:26:00,10.95,17819.0,United Kingdom
22699,48,2025-03-03 14:26:00,2.55,17819.0,United Kingdom
22697,48,2025-03-03 14:26:00,2.55,17819.0,United Kingdom
22306,24,2025-03-03 14:26:00,1.95,17819.0,United Kingdom
22222,1,2025-03-03 14:26:00,4.95,14723.0,United Kingdom
22154,3,2025-03-03 14:26:00,0.42,14723.0,United Kingdom
M,2,2025-03-03 14:26:00,0.85,14723.0,United Kingdom
21592,2,2025-03-03 14:26:00,1.25,14723.0,United Kingdom
22158,1,2025-03-03 14:26:00,2.95,14723.0,United Kingdom
48138,1,2025-03-03 14:26:00,7.95,14723.0,United Kingdom
22130,6,2025-03-03 14:26:00,0.85,14723.0,United Kingdom
22095,1,2025-03-03 14:26:00,1.25,14723.0,United Kingdom
21982,1,2025-03-03 14:26:00,0.29,14723.0,United Kingdom
21169,1,2025-03-03 14:26:00,1.69,14723.0,United Kingdom
85136C,1,2025-03-03 14:26:00,7.95,14723.0,United Kingdom
22411,1,2025-03-03 14:26:00,1.95,14723.0,United Kingdom
21820,2,2025-03-03 14:26:00,3.75,14723.0,United Kingdom
21623,1,2025-03-03 14:26:00,9.95,14723.0,United Kingdom
20967,1,2025-03-03 14:26:00,3.75,14723.0,United Kingdom
84029G,1,2025-03-03 14:26:00,3.75,14723.0,United Kingdom
20967,1,2025-03-03 14:26:00,3.75,14723.0,United Kingdom
20969,1,2025-03-03 14:26:00,3.75,14723.0,United Kingdom
20970,1,2025-03-03 14:26:00,3.75,14723.0,United Kingdom
21930,2,2025-03-03 14:26:00,1.95,14723.0,United Kingdom
22411,2,2025-03-03 14:26:00,1.95,14723.0,United Kingdom
85136A,1,2025-03-03 14:26:00,7.95,14723.0,United Kingdom
22810,2,2025-03-03 14:26:00,2.95,14723.0,United Kingdom
20972,3,2025-03-03 14:26:00,1.25,14723.0,United Kingdom
20676,1,2025-03-03 14:27:00,3.36,,United Kingdom
20711,19,2025-03-03 14:27:00,4.21,,United Kingdom
20712,10,2025-03-03 14:27:00,5.06,,United Kingdom
20717,3,2025-03-03 14:27:00,3.36,,United Kingdom
20718,21,2025-03-03 14:27:00,3.36,,United Kingdom
20719,70,2025-03-03 14:27:00,2.51,,United Kingdom
20723,2,2025-03-03 14:27:00,2.51,,United Kingdom
20724,9,2025-03-03 14:27:00,2.51,,United Kingdom
20726,8,2025-03-03 14:27:00,5.06,,United Kingdom
20727,4,2025-03-03 14:27:00,5.06,,United Kingdom
20728,6,2025-03-03 14:27:00,5.06,,United Kingdom
20734,2,2025-03-03 14:27:00,2.51,,United Kingdom
20735,5,2025-03-03 14:27:00,2.51,,United Kingdom
20960,4,2025-03-03 14:27:00,2.51,,United Kingdom
20961,1,2025-03-03 14:27:00,2.51,,United Kingdom
20963,4,2025-03-03 14:27:00,2.51,,United Kingdom
20966,6,2025-03-03 14:27:00,2.51,,United Kingdom
21078,2,2025-03-03 14:27:00,2.51,,United Kingdom
21080,12,2025-03-03 14:27:00,2.51,,United Kingdom
21098,31,2025-03-03 14:27:00,3.36,,United Kingdom
21210,4,2025-03-03 14:27:00,3.83,,United Kingdom
21212,82,2025-03-03 14:27:00,2.13,,United Kingdom
21213,30,2025-03-03 14:27:00,2.13,,United Kingdom
21215,1,2025-03-03 14:27:00,2.13,,United Kingdom
21232,50,2025-03-03 14:27:00,3.36,,United Kingdom
21238,1,2025-03-03 14:27:00,2.51,,United Kingdom
21239,4,2025-03-03 14:27:00,2.51,,United Kingdom
21240,5,2025-03-03 14:27:00,2.51,,United Kingdom
21242,1,2025-03-03 14:27:00,4.21,,United Kingdom
21327,8,2025-03-03 14:27:00,3.36,,United Kingdom
21328,7,2025-03-03 14:27:00,3.36,,United Kingdom
21329,3,2025-03-03 14:27:00,3.36,,United Kingdom
21479,40,2025-03-03 14:27:00,8.47,,United Kingdom
21481,6,2025-03-03 14:27:00,6.77,,United Kingdom
21484,18,2025-03-03 14:27:00,8.47,,United Kingdom
21485,7,2025-03-03 14:27:00,11.02,,United Kingdom
21488,10,2025-03-03 14:27:00,8.47,,United Kingdom
21523,2,2025-03-03 14:27:00,16.98,,United Kingdom
21524,2,2025-03-03 14:27:00,16.98,,United Kingdom
21668,1,2025-03-03 14:27:00,3.36,,United Kingdom
21669,8,2025-03-03 14:27:00,3.36,,United Kingdom
21670,2,2025-03-03 14:27:00,3.36,,United Kingdom
21673,2,2025-03-03 14:27:00,3.36,,United Kingdom
21864,14,2025-03-03 14:27:00,4.21,,United Kingdom
21866,8,2025-03-03 14:27:00,3.36,,United Kingdom
21912,3,2025-03-03 14:27:00,7.62,,United Kingdom
21928,1,2025-03-03 14:27:00,5.06,,United Kingdom
21929,8,2025-03-03 14:27:00,5.06,,United Kingdom
21930,8,2025-03-03 14:27:00,4.21,,United Kingdom
21931,20,2025-03-03 14:27:00,5.06,,United Kingdom
21955,3,2025-03-03 14:27:00,16.98,,United Kingdom
21976,5,2025-03-03 14:27:00,2.13,,United Kingdom
21977,9,2025-03-03 14:27:00,2.13,,United Kingdom
22069,2,2025-03-03 14:27:00,4.21,,United Kingdom
22075,4,2025-03-03 14:27:00,4.21,,United Kingdom
22076,1,2025-03-03 14:27:00,4.21,,United Kingdom
22077,15,2025-03-03 14:27:00,4.21,,United Kingdom
22080,1,2025-03-03 14:27:00,4.21,,United Kingdom
22082,1,2025-03-03 14:27:00,4.21,,United Kingdom
22083,4,2025-03-03 14:27:00,6.77,,United Kingdom
22086,78,2025-03-03 14:27:00,6.77,,United Kingdom
22110,20,2025-03-03 14:27:00,7.62,,United Kingdom
22111,8,2025-03-03 14:27:00,12.72,,United Kingdom
22112,31,2025-03-03 14:27:00,12.72,,United Kingdom
22114,75,2025-03-03 14:27:00,9.32,,United Kingdom
22139,10,2025-03-03 14:27:00,11.02,,United Kingdom
22147,2,2025-03-03 14:27:00,4.21,,United Kingdom
22149,8,2025-03-03 14:27:00,5.06,,United Kingdom
22150,5,2025-03-03 14:27:00,5.06,,United Kingdom
22174,11,2025-03-03 14:27:00,4.21,,United Kingdom
22326,5,2025-03-03 14:27:00,6.77,,United Kingdom
22327,1,2025-03-03 14:27:00,6.77,,United Kingdom
22355,97,2025-03-03 14:27:00,2.51,,United Kingdom
22356,48,2025-03-03 14:27:00,2.51,,United Kingdom
22367,11,2025-03-03 14:27:00,5.06,,United Kingdom
22378,3,2025-03-03 14:27:00,5.06,,United Kingdom
22379,12,2025-03-03 14:27:00,5.06,,United Kingdom
22384,1,2025-03-03 14:27:00,5.06,,United Kingdom
22411,20,2025-03-03 14:27:00,4.21,,United Kingdom
22417,2,2025-03-03 14:27:00,2.13,,United Kingdom
22418,7,2025-03-03 14:27:00,2.51,,United Kingdom
22423,33,2025-03-03 14:27:00,25.49,,United Kingdom
22426,2,2025-03-03 14:27:00,8.47,,United Kingdom
22469,2,2025-03-03 14:27:00,4.21,,United Kingdom
22524,2,2025-03-03 14:27:00,3.36,,United Kingdom
22549,1,2025-03-03 14:27:00,3.36,,United Kingdom
22553,1,2025-03-03 14:27:00,4.21,,United Kingdom
22554,1,2025-03-03 14:27:00,4.21,,United Kingdom
22555,2,2025-03-03 14:27:00,4.21,,United Kingdom
22556,2,2025-03-03 14:27:00,4.21,,United Kingdom
22631,2,2025-03-03 14:27:00,3.36,,United Kingdom
22637,5,2025-03-03 14:27:00,5.91,,United Kingdom
22644,5,2025-03-03 14:27:00,4.21,,United Kingdom
22645,30,2025-03-03 14:27:00,4.21,,United Kingdom
22646,4,2025-03-03 14:27:00,4.21,,United Kingdom
22652,8,2025-03-03 14:27:00,4.21,,United Kingdom
22654,13,2025-03-03 14:27:00,12.72,,United Kingdom
22692,1,2025-03-03 14:27:00,16.98,,United Kingdom
22725,1,2025-03-03 14:27:00,8.47,,United Kingdom
22726,3,2025-03-03 14:27:00,8.47,,United Kingdom
22727,3,2025-03-03 14:27:00,8.47,,United Kingdom
22728,3,2025-03-03 14:27:00,8.47,,United Kingdom
22729,1,2025-03-03 14:27:00,8.47,,United Kingdom
22734,13,2025-03-03 14:27:00,5.91,,United Kingdom
22735,1,2025-03-03 14:27:00,4.21,,United Kingdom
22736,1,2025-03-03 14:27:00,4.21,,United Kingdom
22737,4,2025-03-03 14:27:00,4.21,,United Kingdom
22738,2,2025-03-03 14:27:00,4.21,,United Kingdom
22739,7,2025-03-03 14:27:00,4.21,,United Kingdom
22812,9,2025-03-03 14:27:00,5.06,,United Kingdom
22834,2,2025-03-03 14:27:00,5.06,,United Kingdom
22835,3,2025-03-03 14:27:00,11.02,,United Kingdom
22865,1,2025-03-03 14:27:00,5.06,,United Kingdom
22867,27,2025-03-03 14:27:00,5.06,,United Kingdom
22910,17,2025-03-03 14:27:00,6.77,,United Kingdom
22941,1,2025-03-03 14:27:00,16.98,,United Kingdom
22952,32,2025-03-03 14:27:00,2.13,,United Kingdom
35970,13,2025-03-03 14:27:00,4.21,,United Kingdom
47559b,5,2025-03-03 14:27:00,3.36,,United Kingdom
47580,1,2025-03-03 14:27:00,5.91,,United Kingdom
47591d,12,2025-03-03 14:27:00,5.06,,United Kingdom
48173c,1,2025-03-03 14:27:00,16.98,,United Kingdom
48187,1,2025-03-03 14:27:00,16.98,,United Kingdom
79321,34,2025-03-03 14:27:00,11.02,,United Kingdom
82494l,16,2025-03-03 14:27:00,8.47,,United Kingdom
84029E,108,2025-03-03 14:27:00,8.47,,United Kingdom
84029G,20,2025-03-03 14:27:00,8.47,,United Kingdom
84030e,4,2025-03-03 14:27:00,8.47,,United Kingdom
84031A,3,2025-03-03 14:27:00,9.32,,United Kingdom
84031B,3,2025-03-03 14:27:00,9.32,,United Kingdom
84032A,12,2025-03-03 14:27:00,5.91,,United Kingdom
84032B,21,2025-03-03 14:27:00,5.91,,United Kingdom
84347,98,2025-03-03 14:27:00,5.91,,United Kingdom
84380,13,2025-03-03 14:27:00,3.36,,United Kingdom
84692,20,2025-03-03 14:27:00,1.66,,United Kingdom
84987,1,2025-03-03 14:27:00,3.83,,United Kingdom
84991,2,2025-03-03 14:27:00,2.13,,United Kingdom
84997b,10,2025-03-03 14:27:00,8.47,,United Kingdom
84997c,3,2025-03-03 14:27:00,8.47,,United Kingdom
84997d,10,2025-03-03 14:27:00,8.47,,United Kingdom
85049a,10,2025-03-03 14:27:00,3.36,,United Kingdom
85049e,22,2025-03-03 14:27:00,3.36,,United Kingdom
85099C,31,2025-03-03 14:27:00,4.21,,United Kingdom
85099f,4,2025-03-03 14:27:00,5.06,,United Kingdom
85123a,35,2025-03-03 14:27:00,6.77,,United Kingdom
22331,8,2025-03-03 14:30:00,1.65,12712.0,Germany
22865,12,2025-03-03 14:30:00,2.1,12712.0,Germany
22171,4,2025-03-03 14:30:00,8.5,12712.0,Germany
22926,4,2025-03-03 14:30:00,5.95,12712.0,Germany
22914,3,2025-03-03 14:30:00,4.95,12712.0,Germany
84849D,12,2025-03-03 14:30:00,1.69,12712.0,Germany
22445,6,2025-03-03 14:30:00,2.95,12712.0,Germany
16016,10,2025-03-03 14:30:00,0.85,12712.0,Germany
POST,1,2025-03-03 14:30:00,18.0,12712.0,Germany
21446,1,2025-03-03 14:35:00,1.25,17841.0,United Kingdom
20963,1,2025-03-03 14:35:00,1.25,17841.0,United Kingdom
21673,6,2025-03-03 14:35:00,1.25,17841.0,United Kingdom
22910,2,2025-03-03 14:35:00,2.95,17841.0,United Kingdom
84507C,1,2025-03-03 14:35:00,2.55,17841.0,United Kingdom
20961,1,2025-03-03 14:35:00,1.25,17841.0,United Kingdom
20910,2,2025-03-03 14:35:00,6.35,17841.0,United Kingdom
21498,25,2025-03-03 14:35:00,0.42,17841.0,United Kingdom
20668,24,2025-03-03 14:35:00,0.12,17841.0,United Kingdom
22041,6,2025-03-03 14:35:00,2.55,17841.0,United Kingdom
82616C,1,2025-03-03 14:35:00,2.95,17841.0,United Kingdom
82616B,1,2025-03-03 14:35:00,2.95,17841.0,United Kingdom
21917,1,2025-03-03 14:35:00,0.42,17841.0,United Kingdom
21918,1,2025-03-03 14:35:00,0.42,17841.0,United Kingdom
22728,1,2025-03-03 14:35:00,3.75,17841.0,United Kingdom
22839,1,2025-03-03 14:35:00,14.95,17841.0,United Kingdom
20966,4,2025-03-03 14:35:00,1.25,17841.0,United Kingdom
22110,1,2025-03-03 14:35:00,2.55,17841.0,United Kingdom
84030E,1,2025-03-03 14:35:00,4.25,17841.0,United Kingdom
21558,2,2025-03-03 14:35:00,2.55,17841.0,United Kingdom
20719,5,2025-03-03 14:35:00,0.85,17841.0,United Kingdom
79321,24,2025-03-03 14:35:00,4.25,17841.0,United Kingdom
